19:22:48.343: DATE    : 2024-07-27
19:22:48.344: INFO    : None compromising logline 67
19:22:48.345: INFO    : None compromising logline 416
19:22:48.345: INFO    : None compromising logline 68
19:22:48.345: INFO    : None compromising logline 417
19:22:48.345: INFO    : None compromising logline 64
19:22:48.345: INFO    : None compromising logline 417
19:22:48.345: INFO    : None compromising logline 67
19:22:48.345: INFO    : None compromising logline 67
19:22:48.345: INFO    : None compromising logline 66
19:22:48.346: INFO    : None compromising logline 417
19:22:48.346: INFO    : None compromising logline 66
19:22:48.346: INFO    : None compromising logline 416
19:22:48.346: INFO    : None compromising logline 65
19:22:48.346: INFO    : None compromising logline 417
19:22:48.346: INFO    : None compromising logline 65
19:22:48.346: INFO    : None compromising logline 418
19:22:48.346: INFO    : None compromising logline 66
19:22:48.346: INFO    : None compromising logline 416
19:22:48.346: INFO    : None compromising logline 67
19:22:48.347: INFO    : None compromising logline 68
19:22:48.347: INFO    : None compromising logline 63
19:22:48.347: INFO    : None compromising logline 65
19:22:48.347: INFO    : None compromising logline 68
19:22:48.347: INFO    : None compromising logline 66
19:22:48.347: INFO    : None compromising logline 64
19:22:48.347: INFO    : None compromising logline 419
19:22:48.347: INFO    : None compromising logline 67
19:22:48.347: INFO    : None compromising logline 63
19:22:48.347: INFO    : None compromising logline 67
19:22:48.348: INFO    : None compromising logline 419
19:22:48.348: INFO    : None compromising logline 63
19:22:48.348: INFO    : None compromising logline 419
19:22:48.348: INFO    : None compromising logline 68
19:22:48.348: INFO    : None compromising logline 419
19:22:48.348: INFO    : None compromising logline 64
19:22:48.348: INFO    : None compromising logline 66
19:22:48.348: INFO    : None compromising logline 63
19:22:48.348: INFO    : None compromising logline 416
19:22:48.349: INFO    : None compromising logline 66
19:22:48.349: INFO    : None compromising logline 67
19:22:48.349: INFO    : None compromising logline 66
19:22:48.349: INFO    : None compromising logline 65
19:22:48.349: INFO    : None compromising logline 66
19:22:48.349: INFO    : None compromising logline 68
19:22:48.349: INFO    : None compromising logline 66
19:22:48.349: INFO    : None compromising logline 67
19:22:48.349: INFO    : None compromising logline 68
19:22:48.349: INFO    : None compromising logline 64
19:22:48.350: INFO    : None compromising logline 67
19:22:48.350: INFO    : None compromising logline 416
19:22:48.350: INFO    : None compromising logline 67
19:22:48.350: INFO    : None compromising logline 67
19:22:48.350: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.350: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.350: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.350: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.350: DATA    : src\omrolocs.993.test(
19:22:48.350: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.350: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.350: DATA    : )
19:22:48.425: INFO    : None compromising logline 63
19:22:48.425: INFO    : None compromising logline 66
19:22:48.425: INFO    : None compromising logline 65
19:22:48.425: INFO    : None compromising logline 66
19:22:48.425: INFO    : None compromising logline 63
19:22:48.426: INFO    : None compromising logline 64
19:22:48.426: INFO    : None compromising logline 68
19:22:48.426: INFO    : None compromising logline 67
19:22:48.426: INFO    : None compromising logline 64
19:22:48.426: INFO    : None compromising logline 66
19:22:48.426: INFO    : None compromising logline 63
19:22:48.426: INFO    : None compromising logline 65
19:22:48.427: INFO    : None compromising logline 63
19:22:48.427: INFO    : None compromising logline 419
19:22:48.427: INFO    : None compromising logline 66
19:22:48.427: INFO    : None compromising logline 418
19:22:48.427: INFO    : None compromising logline 65
19:22:48.427: INFO    : None compromising logline 63
19:22:48.427: INFO    : None compromising logline 63
19:22:48.428: INFO    : None compromising logline 65
19:22:48.428: INFO    : None compromising logline 68
19:22:48.428: INFO    : None compromising logline 416
19:22:48.428: INFO    : None compromising logline 64
19:22:48.429: INFO    : None compromising logline 419
19:22:48.429: INFO    : None compromising logline 67
19:22:48.429: INFO    : None compromising logline 65
19:22:48.430: INFO    : None compromising logline 64
19:22:48.430: INFO    : None compromising logline 68
19:22:48.430: INFO    : None compromising logline 67
19:22:48.430: INFO    : None compromising logline 64
19:22:48.430: INFO    : None compromising logline 63
19:22:48.430: INFO    : None compromising logline 64
19:22:48.430: INFO    : None compromising logline 66
19:22:48.430: INFO    : None compromising logline 418
19:22:48.431: INFO    : None compromising logline 68
19:22:48.431: INFO    : None compromising logline 68
19:22:48.431: INFO    : None compromising logline 67
19:22:48.431: INFO    : None compromising logline 419
19:22:48.431: INFO    : None compromising logline 65
19:22:48.431: INFO    : None compromising logline 67
19:22:48.431: INFO    : None compromising logline 65
19:22:48.431: INFO    : None compromising logline 418
19:22:48.431: INFO    : None compromising logline 64
19:22:48.432: INFO    : None compromising logline 64
19:22:48.432: INFO    : None compromising logline 64
19:22:48.432: INFO    : None compromising logline 419
19:22:48.432: INFO    : None compromising logline 66
19:22:48.432: INFO    : None compromising logline 66
19:22:48.432: INFO    : None compromising logline 65
19:22:48.432: INFO    : None compromising logline 417
19:22:48.432: INFO    : None compromising logline 66
19:22:48.432: INFO    : None compromising logline 417
19:22:48.432: INFO    : None compromising logline 66
19:22:48.433: INFO    : None compromising logline 419
19:22:48.433: INFO    : None compromising logline 65
19:22:48.433: INFO    : None compromising logline 65
19:22:48.433: INFO    : None compromising logline 66
19:22:48.433: INFO    : None compromising logline 66
19:22:48.433: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.433: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.433: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.433: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.433: DATA    : src\omrolocs.993.test(
19:22:48.433: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.433: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.433: DATA    : )
19:22:48.433: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.433: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.433: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.433: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.433: DATA    : src\omrolocs.993.test(
19:22:48.433: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.433: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.433: DATA    : )
19:22:48.568: INFO    : None compromising logline 68
19:22:48.569: INFO    : None compromising logline 66
19:22:48.570: INFO    : None compromising logline 66
19:22:48.570: INFO    : None compromising logline 66
19:22:48.571: INFO    : None compromising logline 66
19:22:48.572: INFO    : None compromising logline 65
19:22:48.573: INFO    : None compromising logline 68
19:22:48.573: INFO    : None compromising logline 67
19:22:48.574: INFO    : None compromising logline 67
19:22:48.574: INFO    : None compromising logline 66
19:22:48.575: INFO    : None compromising logline 67
19:22:48.575: INFO    : None compromising logline 419
19:22:48.575: INFO    : None compromising logline 68
19:22:48.575: INFO    : None compromising logline 68
19:22:48.575: INFO    : None compromising logline 65
19:22:48.576: INFO    : None compromising logline 68
19:22:48.576: INFO    : None compromising logline 66
19:22:48.576: INFO    : None compromising logline 417
19:22:48.576: INFO    : None compromising logline 65
19:22:48.576: INFO    : None compromising logline 418
19:22:48.576: INFO    : None compromising logline 67
19:22:48.577: INFO    : None compromising logline 66
19:22:48.577: INFO    : None compromising logline 68
19:22:48.577: INFO    : None compromising logline 66
19:22:48.577: INFO    : None compromising logline 65
19:22:48.577: INFO    : None compromising logline 417
19:22:48.578: INFO    : None compromising logline 66
19:22:48.578: INFO    : None compromising logline 64
19:22:48.578: INFO    : None compromising logline 66
19:22:48.578: INFO    : None compromising logline 64
19:22:48.578: INFO    : None compromising logline 63
19:22:48.579: INFO    : None compromising logline 416
19:22:48.579: INFO    : None compromising logline 65
19:22:48.579: INFO    : None compromising logline 416
19:22:48.579: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.579: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.579: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.579: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.579: DATA    : src\omrolocs.993.test(
19:22:48.579: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.579: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.579: DATA    : )
19:22:48.579: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.580: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.580: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.993.test(
19:22:48.580: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.580: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.580: DATA    : )
19:22:48.580: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.580: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.580: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.993.test(
19:22:48.580: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.580: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.580: DATA    : )
19:22:48.580: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.580: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.580: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.993.test(
19:22:48.580: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.580: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.580: DATA    : )
19:22:48.580: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.580: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.580: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.580: DATA    : src\omrolocs.993.test(
19:22:48.580: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.580: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.580: DATA    : )
19:22:48.599: INFO    : None compromising logline 66
19:22:48.600: INFO    : None compromising logline 418
